state,county,pop_estimate
56,17,4425
56,19,8588
56,21,100595
56,23,20253
56,25,80815
56,27,2275
56,29,29331
56,31,8578
56,33,30863
56,35,9856
56,37,42673
56,39,23497
56,41,20215
56,43,7760
56,45,6743
